2.967724407792868835e+00, 4.239662240519108671e-01
3.277402315864494042e+00, 2.758134245051823363e+00
7.133519603333344783e-01, 3.220984069107226677e+00
3.817433042106834762e-01, 1.470133900408368888e+00
2.516887719652696198e+00, 1.759684784164043059e+00
2.225184363958894629e+00, 3.461404518575973643e+00
1.503382400164845922e+00, 5.993572072814465912e-01
1.386853608234364543e+00, 2.672128463199632264e+00
3.925375091403285222e+00, 3.628090249079509721e+00
1.236067478918104090e+00, 1.500569799817581096e+00
5.713177411212013723e-01, 3.965551705555467876e-01
1.387135289861340937e-02, 2.217219363500217977e+00
3.822494309722049621e+00, 6.855720035617203223e-01
3.185538225351803643e+00, 1.317234265349961131e+00
2.472912478527000690e+00, 2.633702520587627216e+00
2.243403357483881422e+00, 9.208908990457436161e-01

2.967711846415566068e+00, 4.234522246255982281e-01
3.278392597155976418e+00, 2.758438467603121502e+00
7.132931568651761367e-01, 3.221122091214251526e+00
3.815827767713810825e-01, 1.469418450610188609e+00
2.515796980570411012e+00, 1.760431923863747583e+00
2.225040515846167022e+00, 3.461896437159035056e+00
1.502296318421496801e+00, 5.987068895301980165e-01
1.387210912452793155e+00, 2.671827280074103861e+00
3.925039974713101731e+00, 3.628207895279037309e+00
1.236623003001659615e+00, 1.500727242188681032e+00
5.725924460465368071e-01, 3.960396479431267380e-01
1.366794548975671861e-02, 2.217864114642979168e+00
3.821588347954113729e+00, 6.859167691952785528e-01
3.186640841415835812e+00, 1.316841108281610717e+00
2.471869120615436621e+00, 2.633451230923351982e+00
2.244163331902712333e+00, 9.212859102040235060e-01

2.934436386685910225e+00, 3.897336037267389752e+00
3.176724811240402957e+00, 2.899011645790284142e+00
7.566776540193543843e-01, 3.071295681257115717e+00
4.614772638412567574e-01, 1.245857470701658976e+00
2.342623733545680320e+00, 2.010900627975345412e+00
2.007909938540984207e+00, 3.773987134523687281e+00
1.409373652335942584e+00, 5.805218151961993867e-01
1.294372510603558180e+00, 2.414330380552529132e+00
3.853084562134457602e+00, 3.617917267076368404e+00
1.393217488740525312e+00, 1.459974801305783387e+00
6.612180165375820540e-01, 7.674269865978580740e-02
3.202209938536819678e-01, 2.315105560193387646e+00
3.634006558829558475e+00, 6.915511052434164530e-01
3.319725946334080025e+00, 1.761222584345149889e+00
2.320992280241446437e+00, 3.000091781165496574e+00
2.557448318153704658e+00, 8.497810920847357341e-01

2.905437925400750299e+00, 3.666547419177556666e+00
3.070826494382054683e+00, 2.673025043053316896e+00
8.985003571370274722e-01, 3.335167476251403862e+00
5.301284535228752981e-01, 1.145132005224649863e+00
2.554821292697526669e+00, 1.975087158344756677e+00
1.600804735425682468e+00, 3.876209043189929648e+00
1.253687271066528996e+00, 6.388090416681988515e-01
1.422130161042363339e+00, 2.446455394093983493e+00
3.928865685326802026e+00, 3.391950568196719473e+00
1.718079231630864623e+00, 1.660336814261480054e+00
4.200104074310704871e-01, 1.519742314054426946e-01
4.524599055792338231e-01, 2.065991444161808133e+00
3.587486218010156769e+00, 8.405341684988245632e-01
3.496514099796234287e+00, 1.799841726025632527e+00
2.211766427097188181e+00, 3.159698861002546266e+00
2.391991450091767835e+00, 8.388672887820852742e-01

2.853430759915783543e+00, 3.527354522840229212e+00
3.213877393534649851e+00, 2.574081779764868738e+00
7.349548072823882672e-01, 3.456216044854299341e+00
5.463200288367927593e-01, 1.379061729748188414e+00
2.754113651236411719e+00, 1.425003204544794011e+00
1.824139477819862520e+00, 3.822791265402063487e+00
1.113514929782322804e+00, 5.971905035458028310e-01
1.366061817196131845e+00, 2.769461498727173066e+00
3.852174947370138547e+00, 3.305014853532961983e+00
1.597651054551624705e+00, 1.904585658979122131e+00
2.626711439639281553e-01, 3.599726155556085549e-01
5.069828478112029524e-01, 2.439945159564670174e+00
3.353510780349858056e+00, 8.780955977851221395e-01
3.701562167916987445e+00, 1.880559620208959837e+00
2.378169314108520727e+00, 2.839904559799680595e+00
2.384374993961517308e+00, 5.063890684847892620e-01

2.751543409591822975e+00, 3.482731474069662436e+00
3.239523607942752292e+00, 2.503522926051718667e+00
8.362659762366386751e-01, 3.605847911088439606e+00
6.922589084947630145e-01, 1.137791403140269164e+00
2.175978853304571192e+00, 1.438096953642634679e+00
1.981105736014576957e+00, 3.843999189498662705e+00
1.439214987531965084e+00, 5.909365256815833911e-01
1.315911928060393477e+00, 2.856899876143840000e+00
3.622564852346562336e+00, 3.394040951263374239e+00
1.353560385704174696e+00, 2.010274706720628579e+00
7.801439583384441045e-02, 2.528505030204020176e-01
3.104649651794730847e-01, 2.711675115101642053e+00
3.498787872191241988e+00, 9.690637656780682896e-01
1.316920761257991401e-01, 1.844135291794427589e+00
2.290738283932312491e+00, 2.555394989235943104e+00
2.725883877147230905e+00, 4.683661012070380880e-01

2.705186647172554526e+00, 3.461647062993792545e+00
3.147061965039265719e+00, 2.311762861227404819e+00
8.898084538617514472e-01, 3.878730030367425030e+00
5.349081043585505180e-01, 1.095272939291136227e+00
2.494540837031853364e+00, 1.609835263636215874e+00
1.825097144760478018e+00, 3.582316187317386991e+00
1.332080440357524820e+00, 6.204524232528180194e-01
1.347390506651441111e+00, 2.777554237284177052e+00
3.669163687349402014e+00, 3.118261129340017312e+00
1.256913498900803727e+00, 1.604550521930824480e+00
3.872365815158890889e+00, 3.775576198424993590e-01
5.336195697698995488e-01, 2.943635548618520836e+00
3.578589280581981225e+00, 1.252691970672568322e+00
3.474809462888112654e-01, 2.073328428316271843e+00
2.248302449767428879e+00, 2.430404279812076851e+00
2.661000768587484355e+00, 5.276271794352020983e-01

2.716292890698854379e+00, 3.548954558750082366e+00
3.331207917068835567e+00, 2.116270413407311590e+00
6.681139070104558098e-01, 1.735972171666166630e-01
6.907283013599820887e-01, 1.028092838218055860e+00
2.591396557446492555e+00, 1.363023781480760865e+00
1.552402867396340813e+00, 3.657838989690896714e+00
1.651104268820538179e+00, 6.508096020671040316e-01
1.132452783684284148e+00, 2.367856730202930748e+00
3.586658646315111110e+00, 3.127691989075519263e+00
1.776663247007264967e+00, 1.690479883609676159e+00
3.588136224597911372e+00, 1.420296790615957760e-01
4.384350588703289642e-01, 3.100386543817129414e+00
3.720316713596112379e+00, 1.321221102249878765e+00
2.436062795552127735e-01, 2.077413903713079879e+00
2.115240647074229319e+00, 2.869853553136976654e+00
2.640753805136163201e+00, 4.301068976907226893e-01

2.573618598664105139e+00, 3.362932167999626021e+00
3.223549547951262362e+00, 2.152050139912504712e+00
4.246895524159555735e-01, 4.179750541963642707e-01
9.673092788690815791e-01, 1.614957760770833639e+00
2.877052916967224760e+00, 1.065186434674043392e+00
1.288277204930307507e+00, 3.738102393116493172e+00
1.601141257858250455e+00, 6.822652517994169941e-01
1.025968786192982263e+00, 2.457883301484099281e+00
3.546130171134223907e+00, 3.051658360944295101e+00
2.201253005861013357e+00, 1.583881056528111841e+00
3.533815141161096740e+00, 3.901222794300153396e+00
3.924424863786202256e-01, 3.265951278258605317e+00
8.386425657245169529e-02, 1.218495892454941165e+00
1.688544100926718528e-01, 2.135955521611283991e+00
1.973084475309109465e+00, 2.778044224578764876e+00
2.562459025279759661e+00, 2.390660507088023246e-01

2.511863823897064307e+00, 3.106611656406458533e+00
2.914754281956110304e+00, 2.122043118500811509e+00
5.367637411266446001e-01, 5.054803332519522963e-01
1.165628456229606869e+00, 1.749662485763495479e+00
3.452480795705959338e+00, 8.617508956635436812e-01
1.377933484981708423e+00, 3.739641383857665868e+00
1.359641505373973880e+00, 6.899959120533343260e-01
1.074042749860507850e+00, 2.961632097405084707e+00
3.639455089966590506e+00, 3.014757567622463164e+00
2.035966204294474391e+00, 1.162130073578759637e+00
3.437463118994212863e+00, 3.939883651469411330e+00
3.160082886078162123e-01, 3.526192942160914612e+00
9.732568961459019119e-02, 1.476824294764884860e+00
3.771719280205411695e-01, 2.305916790034055808e+00
1.934508529133768473e+00, 2.389562945825804086e+00
2.212502427874543987e+00, 1.135415349796991824e-01

2.271535664137152910e+00, 3.210622066077889691e+00
2.972139336339037818e+00, 1.866313191824670703e+00
3.900503098002872981e+00, 4.671176799889030784e-01
1.150712308231191194e+00, 1.789747568289569823e+00
3.160176379301426586e+00, 1.054034804350685750e+00
1.643100833700855468e+00, 3.986085791698707581e+00
9.529214485076276109e-01, 8.883760587023418198e-01
1.420226498412421545e+00, 2.966380840895673110e+00
3.324133815622024368e+00, 2.644932844060202903e+00
2.089044488195121563e+00, 1.107731932892127569e+00
3.590165930718112630e+00, 3.603086482616304931e+00
6.851381509604796971e-01, 3.753120140002758731e+00
2.124899596160115811e-01, 1.490569755723778478e+00
3.590287997251599972e-01, 2.619469656947421843e+00
2.127976708931205607e+00, 2.158374739337209025e+00
2.584216695237407713e+00, 5.966412993009564958e-02

2.245372358639672328e+00, 3.342864211238674166e+00
