1.666666666666666741e+00, 2.000000000000000000e+00, -6.277731035902435197e-01, -2.064182548999427824e-01
1.666666666666666741e+00, 4.000000000000000000e+00, -6.463021043599292970e-01, -2.500926417693365676e-03
1.666666666666666741e+00, 6.000000000000000000e+00, -6.472663152438800083e-01, 3.376343565046213344e-03
1.666666666666666741e+00, 8.000000000000000000e+00, -6.325899545098411236e-01, 2.066799351378449390e-01
3.333333333333333481e+00, 2.000000000000000000e+00, -7.720652331659872900e-03, -2.278784608628768860e-01
3.333333333333333481e+00, 4.000000000000000000e+00, -9.257350135836507968e-03, -3.194971334911725531e-03
3.333333333333333481e+00, 6.000000000000000000e+00, -9.150345793923700052e-03, 3.288467387474988072e-03
3.333333333333333481e+00, 8.000000000000000000e+00, -7.473824421447588205e-03, 2.278582942015658641e-01
5.000000000000000000e+00, 2.000000000000000000e+00, -1.419634935934455501e-03, -2.289496055768140692e-01
5.000000000000000000e+00, 4.000000000000000000e+00, -1.528867774299672716e-03, -3.238858177626875289e-03
5.000000000000000000e+00, 6.000000000000000000e+00, -5.646568903489622773e-04, 4.114275324979723390e-03
5.000000000000000000e+00, 8.000000000000000000e+00, 3.397215983663035878e-03, 2.292112858147162258e-01
6.666666666666666963e+00, 2.000000000000000000e+00, 1.651094445208734288e-02, -1.766690727056764998e-01
6.666666666666666963e+00, 4.000000000000000000e+00, 1.054169790676737078e-01, 2.916974134341100006e-02
6.666666666666666963e+00, 6.000000000000000000e+00, 1.139521650920105600e-01, -1.647951817115524131e-02
6.666666666666666963e+00, 8.000000000000000000e+00, 5.425904855325682785e-01, 2.807303449274524132e-01
8.333333333333333925e+00, 1.666666666666666741e+00, 5.366688833258367319e-01, -7.338023962069937234e-01
8.333333333333333925e+00, 3.333333333333333481e+00, 4.447238419837150625e-01, -7.993635735171820966e-02
8.333333333333333925e+00, 5.000000000000000000e+00, 3.830624525660744073e-01, 5.241147249601008085e-03
8.333333333333333925e+00, 6.666666666666666963e+00, 4.447238419837151735e-01, 6.893985867533169998e-01

1.665230318866833814e+00, 1.998606565188220774e+00, -6.232350491912707069e-01, -2.075850535195084001e-01
1.667698837665669398e+00, 3.998287700344520967e+00, -6.463341755866063298e-01, -1.962054663458774433e-03
1.668568906511734840e+00, 6.000613649053152088e+00, -6.560803195247247865e-01, 6.503191698667040417e-04
1.668368543270471349e+00, 7.998951934430865052e+00, -6.395046201399516850e-01, 2.081627275066518790e-01
3.333762321644331283e+00, 2.001952991396320769e+00, -9.993438627874912106e-03, -2.258423146066626808e-01
3.334347007336915247e+00, 4.001724066543079772e+00, -9.652818996879218572e-03, -1.575670515794362668e-03
3.331570341930287782e+00, 6.000944424831934576e+00, 7.031653126557423951e-03, 2.915765997812375544e-03
3.332174062082474464e+00, 7.998370693518147334e+00, 7.061348843989235548e-03, 2.291610882733909615e-01
5.001068852540142551e+00, 1.998309113700086570e+00, -1.003879347267093089e-02, -2.306946977981771951e-01
5.000543584032900668e+00, 3.998075282355668225e+00, -6.019913428819755746e-03, -4.833947319480402099e-03
5.000876373038599887e+00, 5.998202240635724714e+00, -6.470353706967491361e-03, 4.138615864291509024e-03
5.001729023629840398e+00, 7.998995221742544182e+00, -5.765896581898521944e-03, 2.278239090601252015e-01
6.664749883996402779e+00, 1.999428842315065014e+00, 2.639044030022070705e-02, -1.751694390049042538e-01
6.664904171191204263e+00, 4.000944974455721059e+00, 1.168796116118679118e-01, 2.708301285209772230e-02
6.667626301785197995e+00, 5.998245105850629422e+00, 1.138262122444594904e-01, -1.373974237099576112e-02
6.667309428746508893e+00, 8.001894829329144088e+00, 5.445474108189423124e-01, 2.796634814786976841e-01
8.332366066036378527e+00, 1.664915251515476369e+00, 5.333692463533893369e-01, -7.329241909872272753e-01
